,title,text,date,language,country,source,keyword
142,"At the ‘Hairdresser’s Fashion Week,’ Celebrating Black Beauty","“It’s a hairdresser’s fashion week,” said Dwight Eubanks, who had just stepped off the stage from judging the Champion of Weaves competition at the Bronner Bros. International Beauty Show in Atlanta. Mr. Eubanks is a Bronner Bros. devotee and has been coming to the event since he was 16. “The future is looking really good, the students are really excited about the craftsmanship.”
Mr. Eubanks and 30,000 other attendees came together over a three-day stretch this month to what is now the largest multicultural beauty trade show in the world. They are part of a community that has formed around this event, which offers hairstylists, makeup artists and attendees the space to create and showcase the styles that reflect a celebration of the versatility of black hair. On view at a recent show this month were playful weaves and extensions in vivid hues, natural cuts, dreadlocks and braids that were structures as much as styles.
“We don’t have a show on this level where we, as stylists, are able to get educated like this,” said Anya Parker, who has been attending the show for 10 years from Memphis. “I will probably come here until I’m dead and gone .”",2018-02-23 13:15:06,en,usa,https://www.nytimes.com/,atresia
143,"Lew Ayres, Actor, Dies at 88; Conscience Bound His Career","Lew Ayres, the movie actor who skyrocketed to fame as a disillusioned German soldier in ''All Quiet on the Western Front'' in 1930 and was also celebrated for playing the title role in ''Young Dr. Kildare'' and the series of films that followed it, died on Monday in Los Angeles, where he lived. He was 88.
In a case of life imitating art, Mr. Ayres was a conscientious objector during World War II and for that reason became a Hollywood outcast. Before the war, he had been one of the most popular leading men in the movies. But when he announced his pacifism, which had a religious basis, he was shunned by the studios, and in some cities exhibitors refused to show his movies. He said that to bear arms would cause him ''to live in a nightmare of hypocrisy.''
After two months in a labor camp, he entered the Army as a noncombatant, serving for three and a half years in the Medical Corps and winning three battle stars. After the war, he resumed his career and made scores of movies, but never reached the peak of his early Hollywood stardom.
On screen and off, he projected a sincerity and strength of character, all of which suited him well, especially when he played doctors. He was also cast as a lawyer or journalist and occasionally played a gangster, but his archetypal role was as a wise and compassionate physician. In ''Donovan's Brain'' in 1953, he mixed two worlds: he was a doctor who was transformed into a fiend.",1997-01-01 05:00:00,en,usa,https://www.nytimes.com/,atresia
144,Treating the Incredible Shrinking Vagina,"So, vaginal atrophy. What’s that about? I (very tentatively) asked my general practitioner about how the whole “vagina after menopause” thing works and she was basically “yeah, that’s right, it will atrophy.” So what can be done about it, if anything? Frankly, I’m a bit sad.
— Shrinking Violet
[Have a question about women’s health? Ask Dr. Gunter yourself.]
Short Take
There are changes that happen to the vagina and vulva with menopause. We used to call this vaginal atrophy, as the tissue becomes thinner and can even shrink. However, that terminology — while technically medically accurate for some menopause-related changes — sounds dismissive and neglects the fact that these changes affect more than the vagina. We now refer to these changes as genitourinary syndrome of menopause or G.S.M. The vulvar and vaginal symptoms of G.S.M. are distressing for many women. Fortunately, they can almost always be treated.
Tell Me More
G.S.M. is primarily caused by dropping levels of estrogen during menopause. As a result, the skin of the vulva and the vagina become thinner with a loss of elasticity. The labia minora can also reduce in size.
Common symptoms of G.S.M. include vaginal or vulvar dryness. Other symptoms can occur during sex, including loss of lubrication, an uncomfortable sandpaper-like sensation, pain, difficulties achieving orgasm and even tearing of the vagina or vulva. There is also an increased risk of urinary tract infections.",2019-09-19 14:00:03,en,usa,https://www.nytimes.com/,atresia
145,Meckel's Diverticulectomy,"Slide 1 of 5,
The small intestine is the longest portion of the digestive tract. It runs from the stomach to the colon.",2011-10-12 15:54:48,en,usa,https://www.nytimes.com/,meckel diverticulum
146,Reds’ Cline Is Well‐Traveled Hero,"The operation was per formed March 30 in Charles ton, S. C., Cline's home, and the surgeon removed not only the Meckel's diverticu lum but also some infected glands and his appendix.
His recuperation was com pleted June 10, when he re turned to the Expos’ active roster. But he batted only two times before being traded for the seventh time—to the Reds for Clyde Mashore, an outfielder, on June 15, the trading deadline and his 31st birthday.
“We had tried to get him in the winter,” explained Sparky Anderson, the Reds’ manager. “He's such a good extra man. He's ideal. He can play all three outfield posi tions and he can pinch‐hit.
“He's the kind of guy who's more valuable to a winning team than a losing team. We weren't concerned with his physical status because they assured us he was okay.”
Cline, a left‐handed hitter, appeared in 63 games with Cincinnati during the season, rapping 17 hits (eight for extra bases) for a 270 av erage.
About his key hit today, he said:
“The ball just scooted out there. That's the way this park is. When you hit the ball low, it stays low. When I neared second, I figured I had a chance to get to third. When I saw Alex [Grammas, the third‐base coach] give me the sign to slide and saw [Richie] Hebner get ready to catch the ball, all I could think of was ‘Let me get to the bag or let the ball hit me.’ “
A drive that didn't get to right‐center, it turned out, cost the Pirates a victory in nine innings. It was a hard shot that Dave Cash hit with two out and runners at sec ond and third in the third inn ing. The ball appeared headed to the outfield for what would have been a two‐run single, but Tommy Helms came up with it and threw out Cash at first.",1970-10-04 05:00:00,en,usa,https://www.nytimes.com/,meckel diverticulum
147,The New York Times,"Israel was shocked by how much weight the young man had lost since he’d last seen him. As he hugged him he could feel the bony knobs of his spine beneath his thin shirt. The young man began to describe the strange pain that had come from nowhere and dominated his life for the past three months. It was a tearing, burning pain, always in the upper-left side of his abdomen. And it would come on suddenly  often just after he ate. These excruciating attacks would last a few hours, then, just as unexpectedly, disappear, as if nothing had happened. Recently the attacks were coming more frequently, lasting longer, and were often accompanied by nausea and vomiting. He tried not to eat, since that seemed to be one trigger, but even that wasn’t working anymore.
Image A barium X-ray would have revealed any obstructions in the small intestine. Credit... Innerspace Imaging/Photo Researchers
2. Investigation
The young man paused, then added that just a few days before his first episode of pain, he had gotten injured playing hockey  a violent collision on the ice where his stick was jammed hard into his rib cage. The patient said he felt that the two were related even though the stick hit him on the right side and this strange, intermittent pain was on the left. He had no other pertinent medical history. He took no medicines, didn’t smoke, drank occasionally, was very physically active. He had already been to several specialists and had lots of tests: blood work, a CT scan, several M.R.I.’s. Nothing panned out.
On exam, the patient’s abdomen was soft, with normal sounds. Israel could feel no masses, but the pulsation of the aorta was surprisingly prominent. Was it pronounced because the boy was so thin? Or was there something wrong with the muscular pipe that carried the blood from the heart to the rest of the body? Could this be Marfan syndrome, a congenital abnormality of the connective tissues of the body? The boy had the body type of those who carry this genetic mutation  tall and thin with long arms and legs. In this disease, the defective tissues can’t hold up against the onslaught of pressure in the aorta and patients frequently develop areas of weakness that are prone to rupture. It seemed very unlikely, but it would be tragic to miss.
What else then? These words are the most essential component of a difficult diagnosis. What else could this be? The pain started after the hockey accident  but Israel could see no way to link the injury on the right with this recurring pain on the left. Obstruction in the small intestine could cause pain and vomiting after eating. But why would he have an obstruction? In adults, an obstruction is usually the result of the scar tissue that forms after an operation, which prevents the small intestine from moving normally, but this young man had had no operations. Kidney stones could cause this kind of intense, intermittent pain. But that should have been picked up on the CT scan he already had.
Israel told the young man that he wasn’t sure what was causing his pain. He suggested a second CT scan of his abdomen. He’d need to look over the other tests before he could figure out what else might be needed. It pained the internist to see the hope fade away from the boy’s face as yet another doctor disappointed him.",2008-05-11 04:00:00,en,usa,https://www.nytimes.com/,meckel diverticulum
148,Young Doctors Learn Quickly in the Hot Seat,"Correction Appended
Does grilling medical students with questions make them into better doctors? For years, many professors routinely peppered students with relevant and arcane queries, often embarrassing them. Things may be gentler today, but the practice, referred to as the ""pimping"" of students, still has its advocates.
""Such questioning has always been used in medical education,"" said Dr. Kenneth M. Ludmerer, a physician and historian of medicine at the Washington University School of Medicine and the author of ""Time to Heal.""
A favorite time to grill students has been on rounds, when doctors and students examine hospitalized patients. Here, senior attending physicians may ask students to list the various types of lymphomas, point out structures on X-rays, describe clotting disorders or choose among antibiotics.
At times, particular students are singled out, especially if they are following the patient in question. If the student is having difficulty and the senior doctor keeps pushing, rounds may suddenly become very uncomfortable. At other times, other students or resident physicians may be allowed to bail out their colleagues.",2006-03-14 05:00:00,en,usa,https://www.nytimes.com/,meckel diverticulum
149,People in Sports: Royal Shuns Giants,"Eugene Klein, the owner of the Chargers, said this week: “Our season was so disastrous that it served no purpose to give Unitas more playing time. It was best to give exposure to the young quarterbacks. There was just no chance we were going to win. But we'll solve some of our problems and we can go with Johnny. He can win lot of games.”
Said Unitas: “I have a contract and I expect to fulfill it.” He signed with San Diego for two years, after spending 17 seasons with the Baltimore Colts.
•
Two days after the Oakland A's won their second straight World Series, Charles O. Finley offered Manager Sparky Anderson of the Cincinnati Reds an opportunity to take the same job with the champions. Anderson said yesterday he rejected the bid from the A's owner because he “owed the Reds so much.”
“I came from nothing and I was given a helluva club,” he said. “I owe everything to the people who hired me. wouldn't leave Cincinnati unless I was fired. I owe them that. He [Finley] made me feel good when he said, ‘I'm glad there's still someone with integrity in this game.’”
Finley has since won a ruling from Joe Cronin, the president of the American League, that binds Dick Williams to his managerial contract for two more years. But Williams has said he will not work for Finley, so the job is still open.",1973-12-29 05:00:00,en,usa,https://www.nytimes.com/,meckel diverticulum
150,The Guest Word,"In olden times when everybody in the middle class had an attic, some of the liveliest reading material in the house was stashed away up under the eaves. There, behind mounds of broken furniture and decaying lampshades, buried under a faltering pyramid of aged textbooks and inspirational religious works lay the long‐forgotten family “doctor” book, property of an earlier generation and mother lode to prurient adolescents. This volume, four inches thick, with embossed cloth binding often lettered in gold to rival The Holy Bible, went by various titles—“The Home Medical Advisor,” “The Complete Home Medical Counselor,” etc. (“Home” lent reassurance in the presence of delicate subject matter.)
It was a relic of the days when, presumably, the doctor couldn't get there soon enough and the panicked household had to cope unaided with inflamed felons, burns from exploding camphor lamps and Pink Eye. The descriptions of symptoms and remedies were spellbinding: “sharp, shooting pains in the back, brickdust in the urine”—“put hot water to feet, bind poultices of mustard and flour on the wrists and ankles.” Especially spellbinding were the ominous sections devoted to ailments of the bowels and genitourinary system and other exotica (“Diseases of the Breast—Female”), profusely illustrated with cloudy wood engravings.
Now Simon & Schuster has revived this fine old tradition with its handsome, authoritative sourcebook for the enquiring layman, “The Complete Surgical Guide: The New Understanding Surgery,” by Robert Rothenberg, M.D., F.A.C.S. It is described as, “the most definitive one‐volume encyclopedia available on surgical practices and techniques for the prospective patient or concerned family.” (Other works in the near dozen edited or written by Dr. Rothenberg include the four‐volume “New Illustrated Medical Encyclopedia” and the 20‐volume “New Complete Medical Encyclopedia.”) Like its forebears, the “Surgical Guide” offers a thorough catalogue (funnel chest, furuncles, gall bladder, ganglions; in the section “Kidneys and Ureters” no stone is left unturned). Here are the old familiar favorites—wens, boils, felons, bunions, Quinsy—and inviting new ones, too: Bell's palsy, Baker's cyst, Osgood Schlatter's disease, Morton's toe, Meckel's diverticulum, Dupuytren's contracture, Wilm's tumor.
The illustrations, however, aren't muddy woodcuts but crisp line drawings (“Intestinal bypass operation for obesity”; “Steps in plastic operation for enlarged, hanging breast”). And since nowadays the doctor never comes, guidance is also afforded in the classic domestic crises—black eye, cuts, electric shock, snake bite, spider bite, frostbite, etc. To all of this the “Guide” adds a new dimension. It tells you what the doctor is going to be up to after the anesthetist puts you under. In Vagotomy and Pyloroplasty (“a combined operation”), for example, “the vagus nerve is cut and the muscles and mucous membranes at the outlet of the stomach are severed and resutured in such a way as to allow the alkaline secretions of the duodenum to flow back into stomach.”",1974-06-23 05:00:00,en,usa,https://www.nytimes.com/,meckel diverticulum
151,River Blindness Disease Has 2d Devastating Side,"River blindness is a disease caused by the parasitic worm Onchocerca volvulus, spread by the bites of tiny black flies that breed in fast-moving river water. Microscopic larvae produced by adult worms migrate to the skin of the human host and often cause blindness when they reach the eyes.
An estimated 17.6 million people in Africa are infected with the parasites, experts say, with about half being inflicted with the ""savanna"" strain of the disease, which causes blindness and skin complications. However, they say, some 8.6 million are infected with the ""forest"" strain that rarely produces blindness, but results in severe skin disease.
Previous disease control efforts have focused on areas where blindness is most prevalent, and river blindness has been brought under control in the savanna belt of West Africa in the last decade through blackfly spraying programs and use of the drug ivermectin. The drug, developed by Merck & Company of Rahway, N.J., and used since 1987, prevents blindness with one annual dose by killing newly hatched worms. The treatment costs about 70 cents per person per year.
The new skin disease study, conducted by eight health centers in West, Central and East Africa, found that the forest strain of the disease caused severe itching that interfered with sleep and work, as well as skin lesions and discoloration, fatigue, joint-bone pain and headaches. Surveys found that the skin lesions ranged from rashes to severe, spotty discolorations. Many victims also suffered a change in skin texture that caused it to stretch and hang, and take on the appearance of lizard skin.
Patients reported that their skin conditions caused others to avoid them for fear of infection, and made it difficult for them to marry or get work.",1995-03-28 05:00:00,en,usa,https://www.nytimes.com/,volvulus
152,Advances on 2 Fronts Are Reported in Fight On River Blindness,"The manufacturer, Merck & Company of Rahway, N.J., has distributed the drug free to thousands of people in developing countries since the late 1980's. As wondrous as the effects have been, the drug is not a total cure since it does not kill the adult parasites, which can remain in the body and continue to produce the microworms.
Now in early experiments, a new drug appears to be effective in destroying the adults. Taken together the drugs might deliver a one-two punch to knock out the disease.
Scientists from Ciba-Geigy in Basel, Switzerland, have tested the drug, amocarzine, in patients in Guatemala and Ecuador. Their results were reported in a recent issue of The Lancet, a British medical journal.
In a trial involving 312 patients, the scientists administered three milligrams of amocarzine twice a day for three days. Four months later, 73 percent of the female parasites had been killed. The microworms were also substantially reduced, and counts remained low for up to two years. The drug's side effects included mild dizziness, itching and rash.
""This drug is still in the investigative stage,"" said Dr. Anton A. Poltera of Ciba-Geigy, who led the study. He said larger community trials in Africa and Latin America had to be completed to determine the appropriate treatment regime for different populations, minimizing side effects. Although amocarzine has not been tested with ivermectin, he said it might be possible to use them in combination.",1991-06-11 05:00:00,en,usa,https://www.nytimes.com/,volvulus
153,"Weekly Health Quiz: Clutter, Appetite and Artificial Sweeteners","3 of 7
People who were told they carried a gene variant that curbed their appetites tended to respond to food in this way, even if they didn't carry the gene:",2019-01-08 00:00:00,en,usa,https://www.nytimes.com/,volvulus
154,RIVER BLINDNESS: CONQUERING AN ANCIENT SCOURGE,"AS WE BEGIN OUR MEETING, THE CHIEF OF SIKORONI APOLO-gizes because a few of the family heads, those who can see well enough to work, are out in their fields and cannot come. Actually, he says, it is 13 of the village's 20 family leaders who have lost their vision. Many other men and women in the village have been blinded, too. They sit quietly in their huts, or perhaps under a tree in distant fields, helping out by picking peanuts off plants that others have harvested this morning.
''Here,'' the chief says, ''before you have white hair it is normal to become blind.'' The chief himself can still see, barely. But the scaly, mottled skin on his legs reveals that he, too, is burdened with the parasitic worms.
Nowhere does river blindness take a greater toll than in the West African savanna, a huge belt of grass and trees that spans more than a dozen countries and divides the fringes of the Sahara from the coastal rain forests. In hundreds of villages with the bad luck to be situated near prime black-fly breeding sites, nearly all the residents are infected and, as in Sikoroni, perhaps a tenth of them are blind, including a majority of those over 45 or 50. Thousands more villages are afflicted to a lesser degree.
The victims were never hard to spot during my dusty two-week journey in the countries of Mali and Guinea, through valleys infested with the disease. Along any of the region's red-dirt roads you are apt to see a man being led by a boy with a stick. And inside nearly every family compound in the afflicted villages, in scenes that never ceased to startle me, sightless men and women sit, idly and patiently.
I found it hard to imagine the meaning of blindness in these isolated settlements, where hard labor is needed to squeeze a bare sustenance from the land. Some contributed by weaving baskets or picking peanuts off roots. But this is far from the energetic work normally demanded of adults.
Yiriba Bissan, a Malian entomologist working with the Onchocerciasis Control Program, described some consequences of the disease. His knowledge is not academic. As a child in a remote village in the south of Mali, he said, ''my job every morning was to lead my blind uncle to a big tree, far from the village.'' There the two spent their days in the shade. ''For three years, I did this,'' Dr. Bissan, now 36, recalled. Five years ago, his father became blind, and now his mother is nearly so.
For those who go blind, Dr. Bissan said, a large stable family is crucial. Blind people can often be absorbed into the extended family. Indeed, some can even prosper; in one village I visited, the chief, resplendent in white robes, had kept his power and prestige through 18 years of blindness. But for blind people without the support of a strong family, ''it is horrible,'' Dr. Bissan observed. They are especially vulnerable to superstition, to stories that their affliction is divine punishment for misdeeds. ''When you are alone in this society, when you have no wife or no husband, and no children to support you, people say you are 'finished,' '' he continued. ''Here, to be 'finished' is worse than to die.'' Researchers have found that when the rate of blindness in a village exceeds 10 percent or so, fearful young people leave, farm production is curtailed and social fissures widen. Whole swaths of fertile valley land have been abandoned to the black flies, this in a region short of good farmland and beset by droughts and famines.",1989-01-08 05:00:00,en,usa,https://www.nytimes.com/,volvulus
155,Article 488386 -- No Title,"To the Editor:
My law firm represents Agnes Mae Whitaker, a victim of medical malpractice, and I am shocked and dismayed that you dismiss her fight for justice and vindication by a jury as nothing more than ''luck'' (''The $65 Million Malpractice Question,'' editorial, July 24).
Before she was victimized by medical malpractice, Ms. Whitaker was a healthy, vibrant and self-supporting member of the community. Then, in July 1982, she had the misfortune of being a patient at New York City's Lincoln Hospital.
Her condition (a volvulus, or constriction of the small intenstine) was misdiagnosed; she was incorrectly sent for a gynecological examination, where a negligent physician managed to puncture her bowel and lacerate her ovary; she was allowed to languish in the hallway outside the emergency room for hours, while her small intestine - which should have been treated - was permitted to become infected and gangrenous. Then Lincoln Hospital discharged her.
As a result of this medical malpractice at Lincoln Hospital, Ms. Whitaker had to be rushed from her home to another hospital, where doctors managed to save her life. Unfortunately, by this time it was necessary to remove virtually her entire small intestine. Her ordeal at Lincoln Hospital also caused her to suffer kidney failure, impairment of hearing and collapse of her spinal vertebrae, which has already partly crippled Ms. Whitaker and will shortly result in her being totally confined to a wheelchair. Additionally, she will have to be returned to a special nutritional program in which she will be fed through a catheter in her chest.",1986-08-07 05:00:00,en,usa,https://www.nytimes.com/,volvulus
156,NEW DRUG MAY CURB TROPIC 'RIVER BLINDNESS',"A single dose of a new drug appears to be effective in treating ''river blindness,'' a parasitic disease that is a major cause of blindness, scientists from the United States, Senegal and France have reported on the basis of a small study in West Africa. The new drug is called ivermectin.
River blindness, also called onchocerciasis, is a chronic infection caused by a filarial roundworm called Onchocerca volvulus. The human body reacts to an invasion of the worms by producing scar tissue in the skin and eyes. Migration of the worms through the skin produces an intensely itchy rash. Although onchocerciasis can blind a person, it usually is not fatal.
The disease is spread by the bite of infected female black flies of the genus Simulium that breed along fast-moving streams. The infection is common in sub-Sahara Africa in an area extending from Senegal to Ethiopia, and from Angola in the west to Malawi in the east, according to the American Public Health Association.
River blindness also occurs in Yemen, the states of Chiapas and Oaxaca in southern Mexico, the western slope of the continental divide in Guatemala, Venezuela, small areas in Colombia and the state of Amazonas in Brazil. Safer Therapies Sought",1982-08-01 05:00:00,en,usa,https://www.nytimes.com/,volvulus
157,The New York Times,"And if the stool contains a lot of water and moves quickly through the digestive tract, the theory holds, intestinal tissues are less likely to be exposed to concentrated doses of toxins and cancer‐causing substances produced in the gut, possibly lowering the risk of colon‐rectal cancer. There are also claims that fiber enhances the excretion of cholesterol, thereby protecting against heart disease.
The scientific evidence supporting and countering the purported benefits of fiber include the following:
Many researchers point out that Dr. Burkitt's assessment of various countries failed to take into account not only differences in life styles but also vast differences in other dietary components, such as the large amounts of animal fats and meats eaten by Americans. These scientists say that a high fat diet is much more closely related to the risk of developing colon cancer and heart disease than is lack of dietary fiber. further, they report, constipated people are no more likely to get cancer than with those regular stools.
Studies in patients and medical logic do support the suggestion that highfiber diets can alleviate and possibly prevent diverticular disease, which afflicts two in five Americans over the age of 40. For decades, symptomatic patients have been treated with bland diets low in roughage. Now it appears that just the opposite is best. According to Dr. Alastair M. Connell, an expert on digestive diseases at the University of Cincinnati, a diet high in roughage is far more effective in relieving symptoms and reducing the need for surgery. He excepts patients with colonic constrictions or severe inflammation.
Ten separate studies have shown that eating fiber in the form of bran does not lower blood levels of cholesterol or triglycerides. But pectins, found in relatively large amounts in fruits (especially apples, pears, peaches, oranges and grapes), guar gum (a thickener extracted from the cluster bean), rolled oats and bengal gram (chickpeas) can reduce cholesterol in people and/or animals.
No studies have yet shown that a high‐fiber diet will promote weight loss in people. However, it is far more difficult to consume the same number of calories contained in refined carbohydrates as unrefined fibrous carbohydrates. It would take about three pounds of apples, for example, to equal the carbohydrate content of one candy bar. In one study, volunteers who ate most of their carbohydrates as refined sugars often felt hungry, whereas those fed the like amount of carbohydrates as vegetable and cereal starches complained of being “stuffed.” Fibrous foods also take a longer time to chew and thus give the body time to register a sense of satiety before more calories are consumed than the body really needs.
In one recent study, a high‐fiber diet fed to persons with diabetes produced a lowering of sugar and fats in the blood, and several patients were able to discontinue their antidiabetic drug treatment by tripling their ordinary intake of unrefined carbohydrates.
•
High‐fiber diets can also have some undesirable effects. The most common is a temporary increase in flatulence and bloating, usually lasting about three weeks but in some cases for two or more months. Fibrous foods may impair the absorption of other nutrients, including iron and zinc, but this is thought to be no problem among otherwise well‐nourished people.",1977-03-30 05:00:00,en,usa,https://www.nytimes.com/,volvulus
158,U.S. in a Push To Bar Vaccine Given to Infants,"Federal health officials yesterday called for the immediate suspension of a vaccine recently recommended for all infants to protect against rotavirus, the most common cause of severe diarrhea in infants and young children.
The Federal Centers for Disease Control and Prevention said it took the extraordinary action because a program that monitors vaccine side-effects suggested a link between the drug, licensed last year, and 20 cases of a painful blockage of the bowel called intussusception. The disease, which can in rare cases be fatal, affects an estimated 3.5 million in the United States a year.
Although there is no conclusive evidence that the vaccine causes the bowel condition, officials at the disease-control centers said the data are so strongly suggestive of a link that they considered it prudent to advise halting rotavirus vaccinations at least until November, by which time a new study of the vaccine will be completed.
''No one should now be giving rotavirus vaccine to anyone,'' said Barbara Reynolds, a centers spokeswoman.",1999-07-16 05:00:00,en,usa,https://www.nytimes.com/,intussusception
159,New Vaccine Could Slow Disease That Kills 600 Children a Day,"A new vaccine against a diarrheal disease that kills about 600 children a day worked well in a large trial in Africa and appears to be a practical way to protect millions of children, scientists said on Wednesday.
The new vaccine against rotavirus, the most common cause of death from diarrhea in children under age 5, is made by an Indian company and was tested in Niger by Doctors Without Borders.
The vaccine is expected to be as cheap as or cheaper than current alternatives. More important, it can last for months without refrigeration, which makes it far easier to use in remote villages with no electricity.
It must be approved by the World Health Organization before it can be widely distributed, a process that is underway.",2017-03-22 21:07:09,en,usa,https://www.nytimes.com/,intussusception
160,The New York Times,"Israel was shocked by how much weight the young man had lost since he’d last seen him. As he hugged him he could feel the bony knobs of his spine beneath his thin shirt. The young man began to describe the strange pain that had come from nowhere and dominated his life for the past three months. It was a tearing, burning pain, always in the upper-left side of his abdomen. And it would come on suddenly  often just after he ate. These excruciating attacks would last a few hours, then, just as unexpectedly, disappear, as if nothing had happened. Recently the attacks were coming more frequently, lasting longer, and were often accompanied by nausea and vomiting. He tried not to eat, since that seemed to be one trigger, but even that wasn’t working anymore.
Image A barium X-ray would have revealed any obstructions in the small intestine. Credit... Innerspace Imaging/Photo Researchers
2. Investigation
The young man paused, then added that just a few days before his first episode of pain, he had gotten injured playing hockey  a violent collision on the ice where his stick was jammed hard into his rib cage. The patient said he felt that the two were related even though the stick hit him on the right side and this strange, intermittent pain was on the left. He had no other pertinent medical history. He took no medicines, didn’t smoke, drank occasionally, was very physically active. He had already been to several specialists and had lots of tests: blood work, a CT scan, several M.R.I.’s. Nothing panned out.
On exam, the patient’s abdomen was soft, with normal sounds. Israel could feel no masses, but the pulsation of the aorta was surprisingly prominent. Was it pronounced because the boy was so thin? Or was there something wrong with the muscular pipe that carried the blood from the heart to the rest of the body? Could this be Marfan syndrome, a congenital abnormality of the connective tissues of the body? The boy had the body type of those who carry this genetic mutation  tall and thin with long arms and legs. In this disease, the defective tissues can’t hold up against the onslaught of pressure in the aorta and patients frequently develop areas of weakness that are prone to rupture. It seemed very unlikely, but it would be tragic to miss.
What else then? These words are the most essential component of a difficult diagnosis. What else could this be? The pain started after the hockey accident  but Israel could see no way to link the injury on the right with this recurring pain on the left. Obstruction in the small intestine could cause pain and vomiting after eating. But why would he have an obstruction? In adults, an obstruction is usually the result of the scar tissue that forms after an operation, which prevents the small intestine from moving normally, but this young man had had no operations. Kidney stones could cause this kind of intense, intermittent pain. But that should have been picked up on the CT scan he already had.
Israel told the young man that he wasn’t sure what was causing his pain. He suggested a second CT scan of his abdomen. He’d need to look over the other tests before he could figure out what else might be needed. It pained the internist to see the hope fade away from the boy’s face as yet another doctor disappointed him.",2008-05-11 04:00:00,en,usa,https://www.nytimes.com/,intussusception
161,"In Turnabout, Federal Panel Votes Against A Vaccine","In a rare and embarrassing reversal, a Federal health advisory panel yesterday withdrew its recommendation that all infants be immunized against the virus that causes a severe form of diarrhea after the vaccine was linked to a painful and potentially fatal bowel obstruction.
The action comes a year after the Government licensed the rotavirus vaccine, and three months after it abruptly suspended its use because of reports that some babies who took it were coming down with the bowel condition. A week ago the manufacturer, American Home Products of Madison, N.J., withdrew the vaccine from the market.
And yesterday, the Federal Centers for Disease Control and Prevention said new scientific studies showed that the vaccine, Rotashield, appeared to cause the bowel obstruction in about 1 in 5,000 recipients.
Despite the suspension in July, the advisory panel's formal position until yesterday had been that all infants in the United States should receive three doses of the vaccine, at 2, 4 and 6 months of age. Rotashield is the world's first and only licensed vaccine against rotavirus, though it is not being used in other countries.",1999-10-23 05:00:00,en,usa,https://www.nytimes.com/,intussusception
162,ACADEMY OF MEDICINE MEETING; ELECTION OF A VICE PRESIDENT AND OTHER OFFICERS. Interesting Paper by Dr. H. Wiggin on Infantile Intussusception -- Advice to Mothers.,"Credit... The New York Times Archives
January 3, 1896 , Page 2 Buy Reprints See the article in its original context fromJanuary 3, 1896 , Page 2 View on timesmachine TimesMachine is an exclusive benefit for home delivery and digital subscribers.
Full text is unavailable for this digitized archive article. Subscribers may view the full text of this article in its original form through TimesMachine.",1896-01-03 05:00:00,en,usa,https://www.nytimes.com/,intussusception
163,Vaccine for Infant Diarrhea Is Withdrawn as Health Risk,"American Home Products, the manufacturer of the only licensed vaccine to prevent the most common cause of severe diarrhea among infants and children, announced today that it was withdrawing the vaccine from the market because of concerns that it could cause a painful and potentially fatal bowel obstruction.
The diarrhea is caused by the rotavirus, and last year the Government recommended that every infant in the United States get the protective vaccine. One million children swallowed three doses of the vaccine, Rotashield, at 2, 4 and 6 months of age, the company said.
But in July the Centers for Disease Control and Prevention, a Federal agency based here, said no one should get the vaccine because a program that monitors side effects suggested a link between the vaccine and the bowel condition, called intussusception.
Today, prompted by more than 100 reports of intussusception to the agency -- more than half of them within a week of vaccination -- American Home Products asked doctors and health workers to return all unused vaccine immediately. It said it would wait for completed studies to determine whether withdrawal of the vaccine would be permanent.",1999-10-16 05:00:00,en,usa,https://www.nytimes.com/,intussusception
164,Rotavirus Drugs Deemed Safe and Effective,"Two new vaccines against rotavirus, the leading known cause of deaths from diarrhea among infants around the world, have proved safe and effective in two of the largest clinical trials in the history of medicine.
Studies of the two vaccines, one made by Merck and one by GlaxoSmithKline, are to be published today in The New England Journal of Medicine. Each trial enrolled more than 60,000 infants, in part to avoid the fate that befell the last licensed rotavirus vaccine, which was withdrawn seven years ago after it was blamed for dangerous bowel obstructions in 1 in 10,000 children.
""The results to date are very optimistic, very promising,"" said Dr. Samuel L. Katz, a professor of pediatrics at Duke University and former chairman of the federal Advisory Committee on Immunization Practices. ""The real test will be in the global health arena, and if they are as safe and effective as they seem to be, they'll be remarkably helpful.""
The two companies said they were taking their vaccines to rich and poor countries, but with different strategies: the Glaxo vaccine is already in use in Brazil, the Philippines and other developing countries, and it is close to licensing in Europe, but the company has not yet applied to sell it in the United States. The Merck vaccine may be available here as early as spring; then the company will seek licenses in Europe and in some poor countries. Merck and Glaxo say they are starting clinical trials in very poor countries in Africa and Asia.",2006-01-05 05:00:00,en,usa,https://www.nytimes.com/,intussusception
